h3,District,DS,GN,population_2020,schools,gas_stations,pharmacies,banks,supermarkets,poi_count,population_2020_score,bank_user_cx_score,beauty_cx_score,clothing_outlet_score,eat_out_seeker_cx_score,health_fitness_conscious_cx_score,insurance_cx_score,interest_in_property_cx_score,interest_in_vehicle_cx_score,interest_in_movie_cx_score,interest_in_music_cx_score,online_shopper_cx_score,overseas_travellers_cx_score,post_arpu_derived_score,prepaid_arpu_derived_score,selfcare_score,smart_phone_user_cx_score,social_media_cx_score,supermarket_cx_score,poi_count_score,cx_during_daytime_score,score,norm_score,rank
88610349d7fffff,Colombo,Kesbewa,Mampe West,5018.093353,5,1,16,18,5,45,0.200173803,0.107520477,0.108997549,0.064426575,0.076223083,0.210342824,0.121465803,0.229611041,0.158662746,0.071778821,0.093047894,0.09139384,0.061151337,0.126374296,0.401521791,0.085564501,0.122484808,0.12427577,0.091050943,1,0.185070846,1.819120834,0.536812508,3
88611cb147fffff,Colombo,Sri Jayawardanapura Kotte,Obeysekarapura,11423.53086,3,0,0,1,0,4,0.455689333,0.397766195,0.392111098,0.344725254,0.343364267,0.363160953,0.385405149,0.489335006,0.480344114,0.373395931,0.411975304,0.396524722,0.276148828,0.282325098,0.467867102,0.376071897,0.444501463,0.470955119,0.337215014,0.088888889,0.184395585,1.631985436,0.481589886,3
88611cb127fffff,Colombo,Colombo,Sedawatta,9515.866306,0,0,0,2,0,2,0.379591811,0.270203524,0.13478819,0.151062608,0.190287413,0.138872748,0.212762597,0.220200753,0.242295546,0.158163798,0.33960472,0.260645835,0.130762062,0.112016352,0.506700661,0.201872309,0.368750844,0.393148997,0.149218366,0.044444444,0.182960168,1.191971635,0.351744244,2
88611cb10dfffff,Colombo,Thimbirigasyaya,Gajabapura,9054.708949,0,0,0,0,0,0,0.361196055,0.422027798,0.346131404,0.239756845,0.334624741,0.329459617,0.338572106,0.485570891,0.329086355,0.301408451,0.486355168,0.418711313,0.252634597,0.064804389,0.483483388,0.390189103,0.525374747,0.575709097,0.268905135,0,0.182744622,1.178388967,0.347736074,2
88611cb137fffff,Colombo,Colombo,Lunupokuna,10212.26565,0,0,1,1,2,4,0.407371467,0.390320179,0.299568211,0.224583573,0.282331742,0.208018594,0.281314168,0.269134253,0.270608734,0.269483568,0.385050963,0.322283541,0.242669725,0.106443863,0.475579635,0.330350122,0.428098132,0.456405655,0.236426157,0.088888889,0.182361915,1.31471001,0.387963661,2
88611c1303fffff,Gampaha,Mirigama,Thilinagama,1061.076672,0,0,0,0,0,0,0.115431697,0.023545534,0.026289855,0.019069046,0.006508135,0.040495868,0.02054098,0.061122244,0.023703356,0.06109817,0.017686261,0.015928476,0.040886347,0.075691829,0.466982658,0.013422074,0.028149789,0.026699861,0.007087234,0,0.698820337,0.665193418,0.216226871,2
88611cb24bfffff,Colombo,Moratuwa,Lakshapathiya South,6592.402882,0,0,2,6,0,8,0.262973656,0.289687267,0.271910375,0.313612866,0.250076583,0.390470657,0.357526457,0.528858218,0.327997386,0.267083985,0.264055821,0.268737415,0.183238942,0.269917883,0.414349454,0.258004119,0.314310151,0.318488412,0.27329731,0.177777778,0.181266465,1.398316081,0.41263535,3
88611cb163fffff,Colombo,Kolonnawa,Kolonnawa,9122.090407,6,0,2,4,4,16,0.363883929,0.329883346,0.225813981,0.225780203,0.291900171,0.28413713,0.247512241,0.370138018,0.350321246,0.283463745,0.317502649,0.321537773,0.241809449,0.206067343,0.417855151,0.365249953,0.371982894,0.396683673,0.238940099,0.355555556,0.18078835,1.582302078,0.466928602,3
88611cb157fffff,Colombo,Thimbirigasyaya,Kurunduwatta,1859.17211,4,2,1,4,1,12,0.074163138,0.21811864,0.303652702,0.224631438,0.209892783,0.414294015,0.256910441,0.415934755,0.321681368,0.312154408,0.286413619,0.228093072,0.239443688,0.637250332,0.473850689,0.193222243,0.241782579,0.249654099,0.216227931,0.266666667,0.179238248,1.668158757,0.492264433,3
88611cbacbfffff,Colombo,Colombo,Lunupokuna,9383.685264,0,2,2,3,1,8,0.374319055,0.484077935,0.249970825,0.24430404,0.293900351,0.274259152,0.464855473,0.399623588,0.448546227,0.294522692,0.416614913,0.3609516,0.240949172,0.139125758,0.432332085,0.360868751,0.504812064,0.544329384,0.315832057,0.177777778,0.178116609,1.439386733,0.424755073,3
88611cb207fffff,Colombo,Dehiwala-Mount Lavinia,Piriwena,8140.536707,2,2,5,4,3,16,0.324729349,0.424807645,0.415334345,0.371625503,0.399585548,0.744915747,0.445506239,0.649309912,0.46063378,0.402399583,0.362583568,0.387948393,0.306115134,0.236798508,0.404995618,0.396068152,0.41473779,0.419913092,0.478515907,0.355555556,0.177736142,1.800594938,0.531345619,3
88611cba6bfffff,Gampaha,Kelaniya,Egoda Eriyawetiya,4866.160355,3,3,4,6,3,19,0.529376587,0.39488601,0.497391304,0.306749418,0.413266583,0.199527745,0.399633923,0.601202405,0.435813189,0.467886855,0.347829802,0.382488953,0.318799142,0.236192504,0.52556739,0.430837493,0.390674764,0.387639038,0.423134132,0.542857143,0.679519218,2.257127757,0.733698891,4
88611cb359fffff,Colombo,Kesbewa,Boralesgamuwa East A,5815.51995,1,1,7,12,4,25,0.231983477,0.271481757,0.300268409,0.23990044,0.213334535,0.257989541,0.342441952,0.463613551,0.394206686,0.254877413,0.227304278,0.239316877,0.179582766,0.417879299,0.426515815,0.231042876,0.278721585,0.286924939,0.286011501,0.555555556,0.176540221,1.917945647,0.565975165,3
8861034a91fffff,Kalutara,Panadura,Pattiya South,4119.014274,10,0,0,3,0,13,0.418871276,0.210558823,0.336075206,0.232723819,0.235224913,0.027247322,0.271160887,0.227668845,0.24831244,0.283159463,0.1669532,0.204557387,0.236621769,0.349958414,0.524966675,0.185936239,0.204284676,0.197119367,0.258672635,0.393939394,0.761763994,1.946408394,0.611309146,4
88611c84d7fffff,Colombo,Kaduwela,Thalangama North A,5331.506925,5,2,3,1,4,15,0.212675999,0.242839414,0.258256506,0.215345587,0.212631769,0.197559558,0.271758016,0.552070263,0.339649352,0.250182577,0.238556242,0.234879559,0.192056778,0.298354072,0.420476456,0.212956375,0.259887463,0.270040643,0.240240414,0.333333333,0.176439457,1.505080274,0.444140874,3
88611cb14dfffff,Colombo,Sri Jayawardanapura Kotte,Welikada East,3956.154657,2,3,3,6,4,18,0.157812632,0.256205014,0.263858093,0.237219989,0.231498333,0.275421267,0.269230769,0.416562108,0.370793858,0.283568075,0.288861287,0.278506973,0.215499319,0.30244917,0.427400207,0.247444299,0.281890614,0.293151159,0.241165082,0.4,0.176231602,1.528827092,0.451148429,3
8861022499fffff,Kalutara,Mathugama,Mathugama North,1055.394083,1,0,0,0,0,1,0.107325257,0.050189318,0.047003525,0.028734267,0.024290657,0.008150908,0.06741331,0.025054466,0.075458052,0.063089916,0.055014327,0.058910007,0.044412086,0.219725534,0.491848926,0.045903955,0.065866246,0.064278933,0.04510631,0.03030303,0.756781067,0.894309057,0.28087595,2
88611cb243fffff,Colombo,Moratuwa,Soysapura North,9443.428461,3,0,1,3,2,9,0.376702236,0.425055845,0.319290466,0.382634501,0.349689161,0.432887856,0.437924498,0.629861982,0.414243711,0.323422014,0.34504804,0.388619584,0.264248333,0.210721842,0.399641463,0.361430444,0.447517443,0.461842788,0.370618661,0.2,0.174486788,1.557684202,0.459664003,3
88611cbac9fffff,Colombo,Colombo,Aluthmawatha,9949.11964,0,0,0,1,0,1,0.396874465,0.404008439,0.254522115,0.252153935,0.30303631,0.302149913,0.319380825,0.289836888,0.287052162,0.305998957,0.458188726,0.385599224,0.229478816,0.108086205,0.48160306,0.360419397,0.499554355,0.529228641,0.267026902,0.022222222,0.173227196,1.275812853,0.376485325,2
88611c14b1fffff,Gampaha,Negombo,Udayarthoppuwa South,5201.548135,7,4,2,2,0,15,0.565862528,0.230659026,0.116231884,0.211171451,0.166645807,0.12987013,0.185072198,0.084168337,0.129312368,0.150083195,0.220266576,0.19391635,0.189897546,0.108455833,0.544393018,0.15640599,0.254752626,0.245734646,0.244290839,0.428571429,0.662866963,1.891573647,0.614872367,4
88611c84bbfffff,Colombo,Kolonnawa,Kotikawatta East,7134.618175,1,0,0,0,1,2,0.284602846,0.144874659,0.115766134,0.097405706,0.122695738,0.155723417,0.145158743,0.209535759,0.172928237,0.11486698,0.135206225,0.140353494,0.097569718,0.274457633,0.423695323,0.146414529,0.165833896,0.172896489,0.146357673,0.044444444,0.172121718,1.17355792,0.346310459,2
88611cb309fffff,Colombo,Sri Jayawardanapura Kotte,Gangodavila East,5365.171915,1,0,1,6,1,9,0.214018909,0.283842144,0.36106897,0.333572659,0.248184521,0.334689134,0.356262834,0.597239649,0.418163999,0.315075639,0.28254119,0.265828921,0.225177432,0.731308495,0.422476297,0.249990638,0.28935404,0.301582497,0.351171728,0.2,0.170753088,1.918975429,0.566279048,3
88611cb339fffff,Colombo,Sri Jayawardanapura Kotte,Pagoda,5280.466672,0,0,0,11,1,12,0.210639982,0.305807893,0.404014471,0.396754739,0.318334985,0.374201046,0.42805244,0.788582183,0.435478602,0.410641628,0.331238812,0.321127601,0.302458958,0.786280346,0.445159748,0.293390751,0.30378573,0.311840626,0.367757968,0.266666667,0.169752755,2.076504711,0.612765069,4
88611cb319fffff,Colombo,Kesbewa,Pepiliyana West,5801.693101,0,0,4,2,2,8,0.231431918,0.340245719,0.357684677,0.392016083,0.326786197,0.4131319,0.437845522,0.627352572,0.543177611,0.421909233,0.342783034,0.349280334,0.269768442,0.448000861,0.436355669,0.336828309,0.349979743,0.363477171,0.417458896,0.177777778,0.169352427,1.711025121,0.504914061,3
88610359e3fffff,Kalutara,Horana,Wewala West,2712.325222,6,2,1,10,4,23,0.27582209,0.237895754,0.279670975,0.196627879,0.157439446,0.346064276,0.311005815,0.252723312,0.290983607,0.279682067,0.167335244,0.190276173,0.154714234,0.223301913,0.426294742,0.157586764,0.214393389,0.21370422,0.189033313,0.696969697,0.717818407,1.811421755,0.568913846,3
88610349b5fffff,Colombo,Maharagama,Godigamuwa North,7416.218304,3,2,3,0,3,11,0.295835991,0.226073467,0.209476018,0.23970898,0.175006757,0.214991284,0.283999368,0.36574655,0.292279212,0.172978612,0.193511855,0.204675964,0.146462112,0.29260946,0.422308979,0.190076765,0.252856178,0.261598495,0.220735689,0.244444444,0.166099178,1.475934564,0.435540136,3
88611cb357fffff,Colombo,Maharagama,Jambugasmulla,5682.678158,1,2,2,0,2,7,0.226684363,0.262844378,0.25650601,0.269146085,0.220542391,0.255084253,0.302874743,0.451693852,0.430687139,0.236724048,0.252036678,0.242635543,0.182091906,0.474278338,0.410891562,0.226586782,0.264028809,0.272137669,0.282804057,0.155555556,0.165816846,1.550213876,0.457459551,3
88611cbaedfffff,Gampaha,Wattala,Kurunduhena,8364.266295,0,0,1,0,1,2,0.909926189,1,0.65884058,1,1,0.896103896,1,0.781563126,0.871157005,1,0.931989064,1,0.840123898,0.192021043,0.634673507,1,0.977072659,1,0.97200105,0.057142857,0.635005552,2.765764646,0.899035709,5
88611cb307fffff,Colombo,Sri Jayawardanapura Kotte,Mirihana South,7280.165849,2,4,1,5,4,16,0.290408803,0.390109208,0.506476835,0.478795711,0.38343995,0.585705985,0.506239141,0.930363864,0.513993248,0.472300469,0.401380923,0.376351704,0.314502832,0.562620576,0.432300215,0.381089684,0.40412334,0.410800761,0.457219638,0.355555556,0.163545628,2.098104787,0.619139132,4
88610224d7fffff,Kalutara,Mathugama,Wettewa,942.305018,0,0,0,0,0,0,0.095824991,0.033889202,0.029964747,0.016860603,0.016539792,0.006520727,0.051690717,0.01416122,0.051832208,0.04023845,0.038777459,0.033812874,0.026574445,0.175852509,0.464250802,0.031779661,0.044549276,0.043613518,0.029181372,0,0.704204153,0.765109674,0.240298255,2
88611cb22bfffff,Colombo,Dehiwala-Mount Lavinia,Katukurunduwatta,7076.168259,2,0,2,0,1,5,0.282271255,0.368639861,0.350449294,0.377943711,0.3598162,0.531667635,0.404359501,0.607904642,0.457366874,0.465101721,0.421327586,0.385263629,0.325041222,0.196923298,0.430850131,0.383299008,0.3652307,0.381701833,0.446296992,0.111111111,0.161069962,1.467452787,0.43303721,3
88611c1363fffff,Gampaha,Mirigama,Halugama Pahala,1603.982909,0,0,0,0,0,0,0.174493016,0.084869814,0.028985507,0.020480993,0.03379224,0.055489965,0.090705715,0.081162325,0.132597982,0.054908486,0.056732741,0.065666427,0.038360734,0.075861822,0.511582,0.065002773,0.095547071,0.095790604,0.040423484,0,0.614929631,0.802360322,0.260814159,2
88611cb15dfffff,Colombo,Thimbirigasyaya,Narahenpita,7098.805317,2,1,1,2,1,7,0.283174257,0.329883346,0.342747112,0.293844534,0.26986215,0.343404997,0.362738904,0.671894605,0.394097789,0.380803339,0.349724181,0.30587665,0.248978421,0.286950909,0.429161023,0.276689758,0.352464551,0.373789346,0.287860837,0.155555556,0.15939651,1.442702582,0.425733562,3
88611cba19fffff,Gampaha,Kelaniya,Pattiya North,6852.161863,3,0,0,2,0,5,0.745428387,0.350442257,0.253043478,0.191155935,0.295682103,0.19716647,0.351230425,0.228456914,0.310959869,0.247587354,0.29195147,0.291131436,0.209435311,0.18370031,0.622952099,0.270660011,0.367905679,0.372587534,0.225916528,0.142857143,0.611264307,1.920854468,0.624390351,4
88611cba69fffff,Gampaha,Kelaniya,Kendahena,2955.990104,1,0,2,3,2,8,0.321574268,0.4521926,0.660869565,0.379984484,0.488798498,0.242030697,0.539149888,0.631262525,0.58765548,0.488851913,0.392515379,0.453601891,0.377650703,0.171863397,0.576679864,0.468996118,0.465945283,0.452253158,0.537667337,0.228571429,0.609640519,1.836356295,0.596923489,3
88611cba39fffff,Gampaha,Wattala,Welegoda,4643.009415,4,1,5,5,3,18,0.505100593,0.678615921,0.620289855,0.864080683,0.753441802,0.715466352,0.771405328,0.827655311,0.64656184,0.748419301,0.604750513,0.642380023,0.59042173,0.279621362,0.55337088,0.724459235,0.631164566,0.633510723,0.811094584,0.514285714,0.608806895,2.663473133,0.865784968,5
88611cb241fffff,Colombo,Moratuwa,Thelawala South,6403.274084,7,0,1,2,1,11,0.255429231,0.261752296,0.157311238,0.238368754,0.189296333,0.343986055,0.268046122,0.457967378,0.279973865,0.186645801,0.2141161,0.217577746,0.135063445,0.262394664,0.390295594,0.210447482,0.261453973,0.268148997,0.228999913,0.244444444,0.156970203,1.381563846,0.407691858,3
88611cba3bfffff,Gampaha,Wattala,Galwetiya,4200.702412,3,0,1,6,1,11,0.456983195,0.487728915,0.378550725,0.566795966,0.527596996,0.412042503,0.535489119,0.472945892,0.407181413,0.5640599,0.512132604,0.544753879,0.488682392,0.27015541,0.679462444,0.500721021,0.539474986,0.545280132,0.543004637,0.314285714,0.602790187,2.2638914,0.735897471,4
88611cb31dfffff,Colombo,Maharagama,Jambugasmulla,4540.279037,0,0,4,3,1,8,0.181113594,0.235604368,0.351732991,0.306816006,0.236111361,0.246949448,0.320565471,0.606022585,0.348578896,0.356807512,0.275453914,0.252106794,0.216502975,0.389227956,0.444753406,0.230144168,0.233553905,0.243341404,0.295171497,0.177777778,0.155733879,1.48804423,0.439113632,3
88611c171bfffff,Gampaha,Minuwangoda,Minuwangoda West,2005.813559,1,1,1,10,2,15,0.218207099,0.37703999,0.144057971,0.132816137,0.223466834,0.203069658,0.339231239,0.19739479,0.249471955,0.195008319,0.257518797,0.273455965,0.209197046,0.107516395,0.483666983,0.256128674,0.382089375,0.361670055,0.351036836,0.428571429,0.597152264,1.588998742,0.516517778,3
88611cb143fffff,Colombo,Thimbirigasyaya,Gothamipura,4237.846668,2,0,2,1,2,7,0.169049442,0.26825515,0.310888085,0.271108558,0.244076043,0.322486926,0.322934765,0.457967378,0.365784602,0.338654147,0.301574544,0.271123872,0.248619973,0.343192168,0.416405067,0.234001123,0.285437767,0.299074715,0.273615165,0.155555556,0.155154806,1.357817398,0.400684413,3
88611c14bdfffff,Gampaha,Negombo,Udayarthoppuwa,2994.097943,6,0,2,10,5,23,0.325719918,0.802105394,0.405217391,0.89030256,0.646057572,0.688311688,0.796827334,0.537074148,0.708049754,0.624292845,0.796565277,0.70075018,0.649035025,0.115774499,0.535805498,0.619301165,0.841743981,0.804284768,1,0.657142857,0.596117446,2.634442772,0.856348398,5
88611cb30bfffff,Colombo,Sri Jayawardanapura Kotte,Gangodavila North,6202.840661,2,2,6,7,7,24,0.247433859,0.232067511,0.319757265,0.274506988,0.209370214,0.282975015,0.287869215,0.586574655,0.351519111,0.23933229,0.235706718,0.235438884,0.180873181,0.278617277,0.429065413,0.203819509,0.244546478,0.249524386,0.282630682,0.533333333,0.154879483,1.771080564,0.52263609,3
88611cba31fffff,Gampaha,Wattala,Hendala North,4058.445471,2,2,3,5,3,15,0.441507443,0.777438645,0.647536232,0.853685027,0.814893617,0.635182999,0.813910921,0.731462926,0.713447548,0.75374376,0.662423103,0.739081287,0.628067667,0.2142544,0.563006747,0.757404326,0.75982671,0.749354772,0.883629364,0.428571429,0.593474576,2.530969382,0.822713478,5
88611cb343fffff,Colombo,Maharagama,Navinna,5362.905175,3,5,4,4,3,19,0.213928488,0.314308761,0.293266425,0.315623205,0.262005586,0.335270192,0.35902701,0.580928482,0.426113471,0.247365676,0.258575969,0.288015512,0.205892896,0.195854699,0.421002311,0.277738251,0.331181634,0.337588637,0.313202531,0.422222222,0.153581922,1.566210251,0.462179993,3
88611c14a3fffff,Gampaha,Negombo,Angurukaramulla,4896.148613,4,2,7,7,3,23,0.53263893,0.63927993,0.34057971,0.707835531,0.5422403,0.624557261,0.619890177,0.537074148,0.55503403,0.57171381,0.66695147,0.568697976,0.599475816,0.144342349,0.653945241,0.590127565,0.671539633,0.659274148,0.795345175,0.657142857,0.585477777,2.783414551,0.904772963,5
88610349b3fffff,Colombo,Kesbewa,Boralesgamuwa East B,3862.514324,2,0,2,2,1,7,0.154077281,0.263092579,0.234449761,0.219174804,0.205892423,0.236490413,0.303032696,0.464240903,0.361210933,0.234741784,0.220326599,0.230964278,0.159222883,0.281980851,0.417807346,0.207414342,0.277362143,0.288135593,0.271621348,0.155555556,0.151875953,1.281042382,0.37802853,2
88611cb351fffff,Colombo,Kesbewa,Rattanapitiya,5786.342986,7,3,2,2,1,15,0.230819596,0.183308513,0.187886568,0.180021061,0.153689522,0.203951191,0.205417785,0.242785445,0.268213002,0.188210746,0.179373836,0.175963905,0.147752527,0.391989099,0.443390965,0.175322973,0.204384425,0.210696991,0.185396018,0.333333333,0.151194461,1.584929011,0.467703795,3
88611c8309fffff,Colombo,Hanwella,Seethagama,3305.330981,1,0,1,3,0,5,0.131851009,0.16823033,0.052631579,0.03049014,0.041012704,0.106914585,0.147291107,0.101631117,0.109441359,0.063015128,0.11818215,0.108322768,0.054412503,0.091404597,0.371277189,0.099906385,0.17855503,0.186159633,0.089114919,0.111111111,0.15083804,0.794758825,0.234528939,2
88611cba61fffff,Gampaha,Kelaniya,Thalawathuhenpita North,5543.799436,8,5,3,10,3,29,0.603095133,0.469664881,0.645217391,0.397827773,0.550062578,0.343565525,0.572096807,0.673346693,0.602675428,0.554742097,0.447539303,0.468297195,0.410293066,0.4961662,0.576044164,0.515917915,0.476271488,0.463399036,0.572491032,0.828571429,0.58037225,3.076367957,1,5
88610349a3fffff,Colombo,Maharagama,Maharagama Town,4563.853194,2,0,3,0,1,6,0.182053976,0.315959295,0.316723072,0.335200077,0.262852509,0.356188263,0.34583794,0.575282309,0.362517696,0.251121544,0.278047711,0.301625774,0.191339881,0.204475203,0.423177436,0.263096798,0.343380599,0.350668021,0.309012628,0.133333333,0.149569979,1.252052577,0.369473798,2
88610348b1fffff,Colombo,Moratuwa,Idama,5792.93923,15,2,3,8,1,29,0.231082723,0.229995036,0.231532267,0.237985832,0.220632489,0.228936665,0.315116095,0.393350063,0.275073505,0.234011476,0.193219596,0.210194645,0.168829307,0.411797612,0.395753326,0.209661112,0.239099707,0.236531477,0.229751206,0.644444444,0.149207327,1.912829312,0.564465362,3
88611cb331fffff,Colombo,Sri Jayawardanapura Kotte,Nawala East,3817.236203,12,2,6,7,3,30,0.152271118,0.236758501,0.28264675,0.284080031,0.242039823,0.365485183,0.321750118,0.517565872,0.359686377,0.313197705,0.253534505,0.25937803,0.219729013,0.628084771,0.426149311,0.222168133,0.237371146,0.239990488,0.288496547,0.666666667,0.149063825,2.161668413,0.637896406,4
88611cba29fffff,Gampaha,Kelaniya,Enderamulla East,7814.35285,2,2,1,1,4,10,0.850102574,0.339510402,0.267536232,0.359813809,0.383166458,0.165289256,0.277811674,0.27254509,0.26472659,0.358069884,0.338345865,0.365635598,0.284488921,0.23340998,0.575073886,0.431835829,0.355878222,0.365027522,0.420771721,0.285714286,0.573422258,2.365072447,0.768787245,4
88611c86b3fffff,Colombo,Kaduwela,Wickramasinghapura,4588.266529,5,0,1,0,1,7,0.183027834,0.221841648,0.283346948,0.2171166,0.197945761,0.208599651,0.270889275,0.503764115,0.343678536,0.243505477,0.236693092,0.235177866,0.202523478,0.382378886,0.455708708,0.222280472,0.231186135,0.248627205,0.230184645,0.155555556,0.148446977,1.406855629,0.415155324,3
